index,Year,ArticleNo,Title,Abstract,Author,Affiliation,IEEEKeyword,Reference,ReferenceNo,Citation,CitationNo,Nationality,,,,,,,,,,,,,
25,2012,6183591,Uncertainty visualization in HARDI based on ensembles of ODFs,"In this paper, we propose a new and accurate technique for uncertainty analysis and uncertainty visualization based on fiber orientation distribution function (ODF) glyphs, associated with high angular resolution diffusion imaging (HARDI). Our visualization applies volume rendering techniques to an ensemble of 3D ODF glyphs, which we call SIP functions of diffusion shapes, to capture their variability due to underlying uncertainty. This rendering elucidates the complex heteroscedastic structural variation in these shapes. Furthermore, we quantify the extent of this variation by measuring the fraction of the volume of these shapes, which is consistent across all noise levels, the certain volume ratio. Our uncertainty analysis and visualization framework is then applied to synthetic data, as well as to HARDI human-brain data, to study the impact of various image acquisition parameters and background noise levels on the diffusion shapes.",Fangxiang Jiao;Jeff M. Phillips;Yaniv Gur,"SCI Institute, USA;University of Utah, USA;SCI Institute, USA","Shape, Uncertainty;Data visualization;Tensile stress;Diffusion tensor imaging;Signal to noise ratio",55,5490256;4359063;4639514;4573264;5613502;745294;5754293;4658185;4492757,21,7192624;7347634;7192678;7055260,US;US;US,,,,,,,,,,,,,
26,2012,6183592,FluoRender: An application of 2D image space methods for 3D and 4D confocal microscopy data visualization in neurobiology research,"2D image space methods are processing methods applied after the volumetric data are projected and rendered into the 2D image space, such as 2D filtering, tone mapping and compositing. In the application domain of volume visualization, most 2D image space methods can be carried out more efficiently than their 3D counterparts. Most importantly, 2D image space methods can be used to enhance volume visualization quality when applied together with volume rendering methods. In this paper, we present and discuss the applications of a series of 2D image space methods as enhancements to confocal microscopy visualizations, including 2D tone mapping, 2D compositing, and 2D color mapping. These methods are easily integrated with our existing confocal visualization tool, FluoRender, and the outcome is a full-featured visualization system that meets neurobiologists' demands for qualitative analysis of confocal microscopy data.",Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles Hansen,"SCI Institute and the School of Computing, University of Utah, USA;Department of Neurobiology and Anatomy, University of Utah, USA;Department of Neurobiology and Anatomy, University of Utah, USA;SCI Institute and the School of Computing, University of Utah, USA",Data visualization;Rendering (computer graphics);Transfer functions;Image color analysis;Biology;Three dimensional displays;Brightness,24,885694;942692;597272;1021579;4658199;5290741;468400;5429595;5613497;5290765;4658198,28,,US;US;US;US,,,,,,,,,,,,,
27,2012,6183593,Object-space ambient occlusion for molecular dynamics,"In many different application fields particle-based simulation, like molecular dynamics, are used to study material properties and behavior. Nowadays, simulation data sets consist of millions of particles and thousands of time steps challenging interactive visualization. Direct glyph-based representations of the particle data are important for the visual analysis process and these rendering methods can be optimized to be able to work sufficiently fast with huge data sets. However, the perception of the implicit spatial structures formed by such data is often hindered by aliasing and visual clutter. Especially the depth of these structures can be grasped better if visual cues are applied, even in interactive representations. We hence present a method to apply object-space ambient occlusion, based on local neighborhood information, to large timedependent particle-based data sets without the need for any precomputations. Based on density information collected in real-time, glyph-based representations of the data sets can be visually enhanced without significant impact on the rendering performance allowing to visualize multi-million particle data sets interactively on commodity workstations.",Sebastian Grottel;Michael Krone;Katrin Scharnowski;Thomas Ertl,"Visualization Research Center, University of Stuttgart, Germany;Visualization Research Center, University of Stuttgart, Germany;Visualization Research Center, University of Stuttgart, Germany;Visualization Research Center, University of Stuttgart, Germany",Rendering (computer graphics);Geometry;Graphics processing unit;Visualization;Data visualization;Equations;Mathematical model,27,1372203;1372203;4906839;4840341;6064955;5383355;4015487,21,6881728;7192702;7539331,DE;DE;DE;DE,,,,,,,,,,,,,
28,2012,6183594,Implicit representation of molecular surfaces,"Molecular surfaces are an established tool to analyze and to study the evolution and interaction of molecules. One of the most advanced representations of molecular surfaces is called the solvent excluded surface. We present a novel and a simple method for representing the solvent excluded surfaces (SES). Our method requires no precomputation and therefore allows us to vary SES parameters outright. We utilize the theory of implicit surfaces and their CSG operations to compose the implicit function representing the molecular surface locally. This function returns a minimal distance to the SES representation. Additionally, negative values of the implicit function determine that the point lies outside SES whereas positive ones that the point lies inside. We describe how to build this implicit function composed of three types of patches constituting the SES representation. Finally, we propose a method to visualize the iso-surface of the implicit function by means of ray-casting and the set of rendering parameters affecting the overall performance.",Julius Parulek;Ivan Viola,"Department of Informatics, University of Bergen, Norway;Department of Informatics, University of Bergen, Norway",Solvents;Visualization;Proteins;Computational modeling;Rendering (computer graphics);Face;Biological system modeling,33,5290753;4815235;4015487;310720,23,7465258;6634161;6378601,NO;NO,,,,,,,,,,,,,
29,2012,6183595,Visualization of material interface stability,"Material interfaces and free surfaces are a topic of increasing interest in the field of computational fluid dynamics. In parts, reconstructed interfaces from such multi-fluid simulations behave like classic integral surfaces as known in the visualization community, while other regions of the surface undergo topological changes or behave orthogonally to what is expected by the underlying flow field. Thus, the analysis of the flow field in connection with material interface shape and topology is a challenging task. We develop a technique that facilitates visualization and analysis of such complex material interface behavior over time. For this matter, we track a surface parametrization of time-varying material interfaces and identify locations of interaction between material interfaces and fluid particles. Splatting and surface visualization techniques produce an intuitive representation of the derived interface stability. Our results demonstrate, how the interaction of the flow field with the material interface can be highlighted by appropriate extraction and visualization techniques and how the developed techniques can aid analysis of mixing and material interface consistency.",Harald Obermaier;Fang Chen;Hans Hagen;Kenneth I. Joy,"University of California, Davis, USA;University of Kaiserslautern, Germany;University of Kaiserslautern, Germany;University of California, Davis, USA",Materials;Topology;Stability analysis;Surface treatment;Surface reconstruction;Solid modeling,30,5383354;5383354;1260744;5290737;4658156;235211;5290738;964506;1183787;398875;1250363,4,6596136,US;DE;DE;US,,,,,,,,,,,,,
30,2012,6183596,Centerline reformations of complex vascular structures,"Visualization of vascular structures is a common and frequently performed task in the field of medical imaging. There exist well established and applicable methods such as Maximum Intensity Projection (MIP) and Curved Planar Reformation (CPR). However, when calcified vessel walls are investigated, occlusion hinders exploration of the vessel interior with MIP. In contrast, CPR offers the possibility to visualize the vessel lumen by cutting a single vessel along its centerline. Extending the idea of CPR, we propose a novel technique, called Centerline Reformation (CR), which is capable of visualizing the lumen of spatially arbitrarily oriented vessels not necessarily connected in a tree structure. In order to visually emphasize depth, overlap and occlusion, halos can optionally envelope the vessel lumen. The required vessel centerlines are obtained from volumetric data by performing a scale-space based feature extraction. We present the application of the proposed technique in a focus and context setup. Further, we demonstrate how it facilitates the investigation of dense vascular structures, particularly cervical vessels or vessel data featuring peripheral arterial occlusive diseases or pulmonary embolisms. Finally, feedback from domain experts is given.",Gabriel Mistelbauer;Andrej Varchola;Hamed Bouzari;Juraj Starinsky;Arnold K?chl;R?diger Schernthaner;Dominik Fleischmann;Meister Eduard Gr?ller;Milos Sramek,"Vienna University of Technology, Austria;Vienna University of Technology, Austria;Austrian Academy of Sciences, Austria;Comenius University, Bratislava, Slovakia;KFJ Hospital Vienna, Austria;Medical University of Vienna, Austria;Stanford University, USA;Vienna University of Technology, Austria;Austrian Academy of Sciences, Austria",Pipelines;Data visualization;Rendering (computer graphics);Three dimensional displays;Context;Skeleton;Electronic mail,35,993126;1532783;993126;1532783;4135658;5290742;964538;663912;5753898;1634323;4658181;1183754;809891;1175083;1372221;1333664;1388568,6,6876018;6634141,AT;AT;AT;SK;AT;AT;US;AT;AT,,,,,,,,,,,,,
1,2013,6596121,Circular-arc cartograms,"We present a new circular-arc cartogram model in which countries are drawn as polygons with circular arcs instead of straight-line segments. Given a political map and values associated with each country in the map, a cartogram is a distorted map in which the areas of the countries are proportional to the corresponding values. In the circular-arc cartogram model straight-line segments can be replaced by circular arcs in order to modify the areas of the polygons, while the corners of the polygons remain fixed. The countries in circular-arc cartograms have the aesthetically pleasing appearance of clouds or snowflakes, depending on whether their edges are bent outwards or inwards. This makes it easy to determine whether a country has grown or shrunk, just by its overall shape. We show that determining whether a given map and given area-values can be realized as a circular-arc cartogram is an NP-hard problem. Next we describe a heuristic method for constructing circular-arc cartograms, which uses a max-flow computation on the dual graph of the map, along with a computation of the straight skeleton of the underlying polygonal decomposition. Our method is implemented and produces cartograms that, while not yet perfectly accurate, achieve many of the desired areas in our real-world examples.",Jan-Hinrich K√§mper;Stephen G. Kobourov;Martin N√∂llenburg,"Universit√§t Oldenburg, Germany;University of Arizona, Tucson, USA;Karlsruhe Institute of Technology, Germany",Shape;Complexity theory;Connectors;Skeleton;Vectors;Computational modeling;Nominations and elections,29,6108162;1382888;745303;1260761,2,6787130;7035078,DE;US;DE,,,,,,,,,,,,,
2,2013,6596122,Exploring entities in text with descriptive non-photorealistic rendering,"We present a novel approach to text visualization called descriptive non-photorealistic rendering which exploits the inherent spatial and abstract dimensions in text documents to integrate 3D non-photorealistic rendering with information visualization. The visualization encodes text data onto 3D models, emphasizing the relative significance of words in the text and the physical, real-world relationships between those words. Analytic exploration is supported through a collection of interactive widgets and direct multitouch interaction with the 3D models. We applied our method to analyze a collection of vehicle complaint reports from the National Highway Traffic Safety Administration (NHTSA), and through a qualitative study, we demonstrate how our system can support tasks such as comparing the reliability of different models, finding interesting facts, and revealing possible causal relations between car parts.",Meng-Wei Chang;Christopher Collins,"University of Ontario Institute of Technology, USA;University of Ontario Institute of Technology, USA",Lenses;Three-dimensional displays;Vehicles;Rendering (computer graphics);Solid modeling;Data visualization;Heating,29,5620897;5620897;5290766;5290739;6327264;5290722;1372190;4376132,0,,US;US,,,,,,,,,,,,,
3,2013,6596123,Constrained optimization for disoccluding geographic landmarks in 3D urban maps,"In composing hand-drawn 3D urban maps, the most common design problem is to avoid overlaps between geographic features such as roads and buildings by displacing them consistently over the map domain. Nonetheless, automating this map design process is still a challenging task because we have to maximally retain the 3D depth perception inherent in pairs of parallel lines embedded in the original layout of such geographic features. This paper presents a novel approach to disoccluding important geographic features when creating 3D urban maps for enhancing their visual readability. This is accomplished by formulating the design criteria as a constrained optimization problem based on the linear programming approach. Our mathematical formulation allows us to systematically eliminate occlusions of landmark roads and buildings, and further controls the degree of local 3D map deformation by devising an objective function to be minimized. Various design examples together with a user study are presented to demonstrate the robustness and feasibility of the proposed approach.",Daichi Hirono;Hsiang-Yun Wu;Masatoshi Arikawa;Shigeo Takahashi,"The University of Tokyo, Japan;The University of Tokyo, Japan;The University of Tokyo, Japan;The University of Tokyo, Japan",Buildings;Roads;Three-dimensional displays;Optimization;Layout;Visualization;Linear programming,24,5613463;4483791;6065023;5473229;5290772;4015475;4577973;6065020;4658197,2,7208899,JP;JP;JP;JP,,,,,,,,,,,,,
4,2013,6596124,Improved grid map layout by point set matching,"Associating the regions of a geographic subdivision with the cells of a grid is a basic operation that is used in various types of maps, like spatially ordered treemaps and OD maps. In these cases the regular shapes of the grid cells allows easy representation of extra information about the regions. The main challenge is to find an association that allows a user to find a region in the grid quickly. We call the representation of a set of regions as a grid a grid map.",David Eppstein;Marc van Kreveld;Bettina Speckmann;Frank Staals,"Dept. of Computer Science, University of California, Irvine, USA;Dept. of Information and Computing Sciences, Utrecht University, The Netherlands;Dept. of Mathematics and Computer Science, TU Eindhoven, The Netherlands;Dept. of Information and Computing Sciences, Utrecht University, The Netherlands",Layout;Optimization;Optimal matching;Algorithm design and analysis;Visualization;Color;Educational institutions,18,790393;5613424;4658149,3,7536128,US;NL;NL;NL,,,,,,,,,,,,,
5,2013,6596125,Reordering Massive Sequence Views: Enabling temporal and structural analysis of dynamic networks,"Networks are present in many fields such as finance, sociology, and transportation. Often these networks are dynamic: they have a structural as well as a temporal aspect. We present a technique that extends the Massive Sequence View (MSV) for the analysis of the temporal and structural aspects of dynamic networks. Using features in the data as well as in the visualization based on the Gestalt principles closure, proximity, and similarity, we developed node reordering strategies for the MSV to make these features stand out. This enables users to find temporal properties such as trends, counter trends, periodicity, temporal shifts, and anomalies in the network as well as structural properties such as communities and stars. We show the effectiveness of the reordering methods on both synthetic and real-world transaction data sets.",Stef van den Elzen;Danny Holten;Jorik Blaas;Jarke J. van Wijk,"SynerScope BV, Eindhoven University of Technology, The Netherlands;SynerScope BV, The Netherlands;SynerScope BV, The Netherlands;Eindhoven University of Technology, The Netherlands",Visualization;Image color analysis;Market research;Simulated annealing;Standards;Communities,46,5635217;5635217;6004017;6065001;4268240;501115;1382908;6113090;6065000;4308298;4290699;528685;722299;610288;4015433;5190846;4658146;5742388;963279,3,7192717;6674295;6634174,NL;NL;NL;NL,,,,,,,,,,,,,
6,2013,6596126,Smooth bundling of large streaming and sequence graphs,"Dynamic graphs are increasingly pervasive in modern information systems. However, understanding how a graph changes in time is difficult. We present here two techniques for simplified visualization of dynamic graphs using edge bundles. The first technique uses a recent image-based graph bundling method to create smoothly changing bundles from streaming graphs. The second technique incorporates additional edge-correspondence data and is thereby suited to visualize discrete graph sequences. We illustrate our methods with examples from real-world large dynamic graph datasets.",C. Hurter;O. Ersoy;A. Telea,"ENAC/University of Toulouse, France;University of Groningen, the Netherlands;University of Groningen, the Netherlands",Cloning;Visualization;Image edge detection;Animation;Layout;Image color analysis;Clutter,43,1000236;4658140;4376143;6065003;5742389;4015425;6065028;5571244;1532150;6065019;6065002;1196007;4475459,5,6636295;7192701;7156354,FR;NL;NL,,,,,,,,,,,,,
7,2013,6596127,GraphCharter: Combining browsing with query to explore large semantic graphs,"Large scale semantic graphs such as social networks and knowledge graphs contain rich and useful information. However, due to combined challenges in scale, density, and heterogeneity, it is impractical for users to answer many interesting questions by visual inspection alone. This is because even a semantically simple question, such as which of my extended friends are also fans of my favorite band, can in fact require information from a non-trivial number of nodes to answer. In this paper, we propose a method that combines graph browsing with query to overcome the limitation of visual inspection. By using query as the main way for information discovery in graph exploration, our ?úquery, expand, and query agai",Ying Tu;Han-Wei Shen,"Microsoft Corporation, Ohio State University, USA;Ohio State University, USA",Semantics;Visualization;Awards activities;Inspection;Context;Layout;Educational institutions,34,1323804;6102441;1703363;6102440;1703364;545307;4310127;5290699;4035749;1703361,0,,US;US,,,,,,,,,,,,,
8,2013,6596128,Visual summaries for graph collections,"Graphs can be used to represent a variety of information, from molecular structures to biological pathways to computational workflows. With a growing volume of data represented as graphs, the problem of understanding and analyzing the variations in a collection of graphs is of increasing importance. We present an algorithm to compute a single summary graph that efficiently encodes an entire collection of graphs by finding and merging similar nodes and edges. Instead of only merging nodes and edges that are exactly the same, we use domain-specific comparison functions to collapse similar nodes and edges which allows us to generate more compact representations of the collection. In addition, we have developed methods that allow users to interactively control the display of these summary graphs. These interactions include the ability to highlight individual graphs in the summary, control the succinctness of the summary, and explicitly define when specific nodes should or should not be merged. We show that our approach to generating and interacting with graph summaries leads to a better understanding of a graph collection by allowing users to more easily identify common substructures and key differences between graphs.",David Koop;Juliana Freire;Cl√°udio T. Silva,"NYU-Poly, USA;NYU-Poly, USA;NYU-Poly, USA",Visualization;Layout;Compounds;Data visualization;Matrices;Heuristic algorithms;Color,51,4069239;4069239;4126231;5190831;4578015;4475458;6102439;5184827;1432691;4376153;4082128;841119;4015425;994702;4359491;4376187;5694089;5333893,4,6818294,US;US;US,,,,,,,,,,,,,
9,2013,6596129,Local WYSIWYG volume visualization,"In this paper, we propose a novel volume visualization system enabling local transfer function specification through direct painting or sketching on the rendered image, in a WYSIWYG style. Localized transfer functions are defined on scalar topology regions specified by the user. Intelligent and fast feature inference algorithms have been developed to convert user's input to the region specification and to achieve desirable feature styles with the local transfer functions. In our system, users can not only manipulate the color appearance of the object volume, but also apply style transfer and generate various illustration styles with a unified input gesture. Without manual transfer function editing and without parameter specification, our system is capable of generating informative illustrations that intuitively highlight user specified local features.",Hanqi Guo;Xiaoru Yuan,"Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, China;Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, China",Transfer functions;Painting;Topology;User interfaces;Visualization;Semantics;Three-dimensional displays,36,663875;1532856;663875;1532856;4658154;1372235;4658153;5290762;5416704;885694;745319;809932;6064975;942692;729588;1250414;1021579;511;1532854;920623;4376159;4015460;1580455;1438256;1500535;1407860;4069241;4276082;5290764,3,7192682,CN;CN,,,,,,,,,,,,,
10,2013,6596130,Transfer function design based on user selected samples for intuitive multivariate volume exploration,"Multivariate volumetric datasets are important to both science and medicine. We propose a transfer function (TF) design approach based on user selected samples in the spatial domain to make multivariate volumetric data visualization more accessible for domain users. Specifically, the user starts the visualization by probing features of interest on slices and the data values are instantly queried by user selection. The queried sample values are then used to automatically and robustly generate high dimensional transfer functions (HDTFs) via kernel density estimation (KDE). Alternatively, 2D Gaussian TFs can be automatically generated in the dimensionality reduced space using these samples. With the extracted features rendered in the volume rendering view, the user can further refine these features using segmentation brushes. Interactivity is achieved in our system and different views are tightly linked. Use cases show that our system has been successfully applied for simulation and complicated seismic data sets.",Liang Zhou;Charles Hansen,"SCI Institute and the School of Computing, University of Utah, USA;SCI Institute and the School of Computing, University of Utah, USA",Data visualization;Feature extraction;Histograms;Joints;Transfer functions;Rendering (computer graphics);Three-dimensional displays,30,4658159;4658159;4658160;4419665;6064975;5742368;1250386;729588;1021579;4061553;6064955;5290763;4015444;5429605;56205;1319526;5887324;346302,6,7013202;6675167;7539653,US;US,,,,,,,,,,,,,
11,2013,6596131,Evaluation of Depth of Field for depth perception in DVR,"In this paper we present a user study on the use of Depth of Field for depth perception in Direct Volume Rendering. Direct Volume Rendering with Phong shading and perspective projection is used as the baseline. Depth of Field is then added to see its impact on the correct perception of ordinal depth. Accuracy and response time are used as the metrics to evaluate the usefulness of Depth of Field. The onsite user study has two parts: static and dynamic. Eye tracking is used to monitor the gaze of the subjects. From our results we see that though Depth of Field does not act as a proper depth cue in all conditions, it can be used to reinforce the perception of which feature is in front of the other. The best results (high accuracy & fast response time) for correct perception of ordinal depth occurs when the front feature (out of the two features users were to choose from) is in focus and perspective projection is used.",A.V.Pascal Grosset;Mathias Schott;Georges-Pierre Bonneau;Charles D. Hansen,"School of Computing and SCI Institute, University of Utah, USA;NVIDIA - School of Computing and SCI Institute, University of Utah, USA;LJK - Grenoble University - INRIA, France;School of Computing and SCI Institute, University of Utah, USA",Rendering (computer graphics);Lenses;Educational institutions;Accuracy;Aneurysm;Image color analysis,30,1210860;6064955,6,7156385;7539353;7328340;7465249,US;US;FR;US,,,,,,,,,,,,,
12,2013,6596132,Transformations for volumetric range distribution queries,"Volumetric datasets continue to grow in size, and there is continued demand for interactive analysis on these datasets. Because storage device throughputs are not increasing as quickly, interactive analysis workflows are becoming working set-constrained. In an ideal workflow, the working set complexity of the interactive analysis portion of the workflow should depend primarily on the size of the analysis result being produced, rather than on the size of the data being analyzed. Past works in online analytical processing and visualization have addressed this problem within application-specific contexts, but have not generalized their solutions to a wider variety of visualization applications. We propose a general framework for reducing the working set complexity of the interactive portion of visualization workflows that can be built on top of distribution range queries, as well as a technique within this framework able to support multiple visualization applications. Transformations are applied in the preprocessing phase of the workflow to enable fast, approximate volumetric distribution range queries with low working set complexity. Interactive application algorithms are then adapted to make use of these distribution range queries, enabling efficient interactive workflows on large-scale data. We show that the proposed technique enables these applications to be scaled primarily in terms of the application result dataset size, rather than the input data size, enabling increased interactivity and scalability.",Steven Martin;Han-Wei Shen,"The Ohio State University, USA;The Ohio State University, USA",Histograms;Equations;Complexity theory;Indexes;Vectors;Integral equations;Entropy,12,1500521;4906854;754948;1021579;1703376;6092315;6378971;1592821;787618;1467353;6092313;398859,5,6787168;6634159;6675171;7348071,US;US,,,,,,,,,,,,,
13,2013,6596133,Guiding Deep Brain Stimulation interventions by fusing multimodal uncertainty regions,"Deep Brain Stimulation (DBS) is a surgical intervention that is known to reduce or eliminate the symptoms of common movement disorders, such as Parkinson's disease, dystonia, or tremor. During the intervention the surgeon places electrodes inside of the patient's brain to stimulate specific regions. Since these regions span only a couple of millimeters, and electrode misplacement has severe consequences, reliable and accurate navigation is of great importance. Usually the surgeon relies on fused CT and MRI data sets, as well as direct feedback from the patient. More recently Microelectrode Recordings (MER), which support navigation by measuring the electric field of the patient's brain, are also used. We propose a visualization system that fuses the different modalities: imaging data, MER and patient checks, as well as the related uncertainties, in an intuitive way to present placement-related information in a consistent view with the goal of supporting the surgeon in the final placement of the stimulating electrode. We will describe the design considerations for our system, the technical realization, present the outcome of the proposed system, and provide an evaluation.",Alexander Bock;Norbert Lang;Gianpaolo Evangelista;Ralph Lehrke;Timo Ropinski,"Scientific Visualization Group, Link√∂ping University, Sweden;St. Barbara Hospital, Hamm, Germany;Sound Technology Group, Link√∂ping University, Sweden;St. Barbara Hospital, Hamm, Germany;Scientific Visualization Group, Link√∂ping University, Sweden",Electrodes;Surgery;Planning;Uncertainty;Satellite broadcasting;Trajectory;Magnetic resonance imaging,41,4376204;1525182;6064981;1250384;212729;661266;1250396;1183762,0,,SE;DE;SE;DE;SE,,,,,,,,,,,,,
14,2013,6596134,Discovering and visualizing patterns in EEG data,"Brain activity data is often collected through the use of electroencephalography (EEG). In this data acquisition modality, the electric fields generated by neurons are measured at the scalp. Although this technology is capable of measuring activity from a group of neurons, recent efforts provide evidence that these small neuronal collections communicate with other, distant assemblies in the brain's cortex. These collaborative neural assemblies are often found by examining the EEG record to find shared activity patterns. In this paper, we present a system that focuses on extracting and visualizing potential neural activity patterns directly from EEG data. Using our system, neuroscientists may investigate the spectral dynamics of signals generated by individual electrodes or groups of sensors. Additionally, users may interactively generate queries which are processed to reveal which areas of the brain may exhibit common activation patterns across time and frequency. The utility of this system is highlighted in a case study in which it is used to analyze EEG data collected during a working memory experiment.",Erik W. Anderson;Catherine Chong;Gilbert A. Preston;Cl√°udio T. Silva,"University of Utah, USA;Barrow Neurological Institute, USA;University of Utah, USA;New York University, USA",Electroencephalography;Time-frequency analysis;Data visualization;Sensors;Correlation;Data mining;Brain,45,6793070;6793070;1214700;192463;6794588;6788958;4015399;841330,1,6727042,US;US;US;US,,,,,,,,,,,,,
15,2013,6596135,A topologically-enhanced juxtaposition tool for hybrid wind tunnel,"We have developed a hybrid wind tunnel, where 2D measurement-integrated (MI) simulation, which utilizes actual data acquired from real air flow behind a square cylinder, plays an important role in improving the accuracy of the numerical analysis. The wind tunnel requires an accompanying visual analysis tool with which we can effectively peer into the relationships between the actual and simulated flow fields. In this paper, we attempt to exploit an augmented reality display to that end. The basic idea is to superimpose the computationally-visualized MI simulated pressure field onto the actual flow velocity structure physically-visualized with oil misttraced streaklines instantaneously. Spatial registration of these two visual sources is rather straight-forward since the fixed cylinder of the wind tunnel is easily identified, whereas visualizing the MI simulated pressure field can be characterized with a sophisticated scheme based on differential topology. Considering the fact that vortex centers are located at local minima in the pressure field, and each minimum is surrounded by a derived topological feature called ridge cycle, we can colorize the field adaptively and keep track of Karman vortex streets robustly, regardless of drastic change in the Reynolds number of the flow field.",Yuriko Takeshima;Issei Fujishiro;Shigeo Takahashi;Toshiyuki Hayase,"Tohoku University, Japan;Keio University, Japan;The University of Tokyo, Japan;Tohoku University, Japan",Visualization;Image color analysis;Computational modeling;Numerical models;Topology;Solid modeling;Current measurement,27,963459;663875;963459;663875;865879;35197;4767549;5753890;1541996;5290728;1500535,0,,JP;JP;JP;JP,,,,,,,,,,,,,
16,2013,6596136,Visualization of piecewise linear interface calculation,"Piecewise linear interface calculation (PLIC) is one of the most widely employed reconstruction schemes for the simulation of multiphase flow. In this visualization paper we focus on the reconstruction from the simulation point of view, i.e., we present a framework for the analysis of this reconstruction scheme together with its implications on the overall simulation. By interpreting PLIC reconstruction as an isosurface extraction problem from the first-order Taylor approximation of the underlying volume of fluid field, we obtain a framework for error analysis and geometric representation of the reconstruction including the fluxes involved in the simulation. At the same time this generalizes PLIC to higher-order approximation. We exemplify the utility and versatility of our visualization approach on several multiphase CFD examples.",Grzegorz K. Karch;Filip Sadlo;Christian Meister;Philipp Rauschenberger;Kathrin Eisenschmidt;Bernhard Weigand;Thomas Ertl,"VISUS, University of Stuttgart, Germany;VISUS, University of Stuttgart, Germany;ITLR, University of Stuttgart, Germany;ITLR, University of Stuttgart, Germany;ITLR, University of Stuttgart, Germany;ITLR, University of Stuttgart, Germany;VISUS, University of Stuttgart, Germany",Isosurfaces;Face;Visualization;Computational modeling;Approximation error;Numerical models,22,5613491;5383354;5613491;5383354;1260744;5416706;6183595,1,7539644,DE;DE;DE;DE;DE;DE;DE,,,,,,,,,,,,,
17,2013,6596137,Illustrative visualization of cardiac and aortic blood flow from 4D MRI data,"In the last years, illustrative methods have found their way into flow visualization since they communicate difficult information in a comprehensible way. This is of great benefit especially in domains where the audience does not necessarily have flow expertise. One such domain is the medical field where the development of 4D MR imaging (for in-vivo 3D blood flow measurement) lead to an increased demand for easy flow analysis techniques. The goal and the challenge is to transfer the data into simple visualizations supporting the physician with flow interpretation and decision making. In this work, we take one step towards this goal. We present an approach for the illustrative visualization of steady flow features occurring in 4D MRI data of heart and aorta. Like shown in manually created illustrations, we restrict our visualization to the main data characteristics and do not depict every flow detail. The input for our method are flow features extracted from a dataset's complete set of streamlines with the help of line predicates. We create an abstract depiction of these line bundles by selecting a set of bundle representatives reflecting the most important flow aspects. These lines are rendered as three-dimensional arrows that are fused in areas where they represent the same flow. Since vortices are another important flow information for a physician, we identify these regions in the 4D MRI data and display them as unobtrusive, tube-like structures. A hatching texture provides for a visual effect of rotational blood flow. By applying our illustration technique to diverse flow structures of several 4D MRI datasets, we demonstrate that the abstract visualization is useful to gain an easier insight into the data. Feedback of medical experts confirmed the usefulness and revealed limitations of our work. The images are restricted to the essential flow features and, therefore, clearer and less cluttered. Our method has great potential and offers many possible applications, e.g., in comparative visualization and also beyond the medical domain.",Silvia Born;Michael Markl;Matthias Gutberlet;Gerik Scheuermann,"Universit√§t Leipzig, Germany;Northwestern University Chicago, USA;Universit√§t Leipzig, Germany;Universit√§t Leipzig, Germany",Blood;Magnetic resonance imaging;Skeleton;Data visualization;Heart;Abstracts;Biomedical imaging,25,6064970;6183580;6064970;6183580;1207439;5613472;809896;6064980;5613474,5,7194839;6634153;7192711,DE;US;DE;DE,,,,,,,,,,,,,
18,2013,6596138,iTree: Exploring time-varying data using indexable tree,"Significant advances have been made in time-varying data analysis and visualization, mainly in improving our ability to identify temporal trends and classify the underlying data. However, the ability to perform cost-effective data querying and indexing is often not incorporated, which posts a serious limitation as the size of time-varying data continue to grow. In this paper, we present a new approach that unifies data compacting, indexing and classification into a single framework. We achieve this by transforming the time-activity curve representation of a time-varying data set into a hierarchical symbolic representation. We further build an indexable version of the data hierarchy, from which we create the iTree for visual representation of the time-varying data. A hyperbolic layout algorithm is employed to draw the iTree with a large number of nodes and provide focus+context visualization for interaction. We achieve effective querying, searching and tracking of time-varying data sets by enabling multiple coordinated views consisting of the iTree, the symbolic view and the spatial view.",Yi Gu;Chaoli Wang,"Michigan Technological University, USA;Michigan Technological University, USA",Data visualization;Indexing;Visualization;Histograms;Market research;Earthquakes;Transforms,23,5693959;4906840;5693959;4906840;6064965;5571382;4658163;942695;5290749;4906831;4475470;809871;809910;4515862,3,6876004;6875975;7194853,US;US,,,,,,,,,,,,,
